Diploma,0-100+,14153
Graduate,0-100+,31274
Hr. Secondary/Intermediate/Pre-Universit,0-100+,118908
Matriculate/Secondary,0-100+,256566
Middle,0-100+,342971
No Education,0-100+,321757
Post Graduate and Above,0-100+,7475
Primary,0-100+,362827
