SIKKIM,Never Married,595
SIKKIM,Seperated,95
SIKKIM,Widowed/Widower,135
TAMIL NADU,Divorcee,1777
TAMIL NADU,Married,115005
TAMIL NADU,Never Married,29005
TAMIL NADU,Seperated,9512
TAMIL NADU,Widowed/Widower,8514
TRIPURA,Divorcee,79
TRIPURA,Married,5722
TRIPURA,Never Married,2848
TRIPURA,Seperated,207
TRIPURA,Widowed/Widower,338
UTTAR PRADESH,Divorcee,586
UTTAR PRADESH,Married,31391
UTTAR PRADESH,Never Married,11222
UTTAR PRADESH,Seperated,1237
UTTAR PRADESH,Widowed/Widower,2244
UTTARAKHAND,Divorcee,63
UTTARAKHAND,Married,2358
UTTARAKHAND,Never Married,1060
UTTARAKHAND,Seperated,63
UTTARAKHAND,Widowed/Widower,158
WEST BENGAL,Divorcee,3425
WEST BENGAL,Married,115042
WEST BENGAL,Never Married,44937
WEST BENGAL,Seperated,4403
WEST BENGAL,Widowed/Widower,8180
